code,start_stamp
LAYN,714283200.0
LBAI,915426000.0
LBIX,744264000.0
LBRDA,1415077200.0
LBRDK,1415163600.0
LBTYA,1086235200.0
LBTYB,1086753600.0
LCUT,676094400.0
LDRH,-441831600.0
LDRI,1410321600.0
LE,1395288000.0
LECO,765691200.0
LEDS,1291870800.0
LENS,1422507600.0
LFUS,717134400.0
LFVN,857970000.0
LGCY,1168578000.0
LGCYO,1402545600.0
LGCYP,1397448000.0
LGIH,1383800400.0
LGND,722062800.0
LHCG,1118289600.0
LIME,903067200.0
LINC,1119499200.0
LION,783579600.0
LKFN,871531200.0
LKQ,1065412800.0
LLEX,1256529600.0
LLNW,1181275200.0
LMAT,1161230400.0
LMBS,1415163600.0
LMIA,-441831600.0
LMNR,1065499200.0
LMNX,954993600.0
LMOS,1320033600.0
LMRK,1415941200.0
LNCE,322117200.0
LNCO,-441831600.0
LNDC,824360400.0
LOAN,926568000.0
LOCM,-441831600.0
LOCO,1406260800.0
LOGI,859438800.0
LOGM,1246420800.0
LOOK,-441831600.0
LOPE,1227157200.0
LORL,1122436800.0
LOXO,1406865600.0
LPCN,1382414400.0
LPSN,955080000.0
LPTH,825483600.0
LPTN,-441831600.0
LQDT,1141016400.0
LRAD,863150400.0
LRCX,452491200.0
LSBK,1144209600.0
LSCC,626590800.0
LSTR,731307600.0
LTBR,974091600.0
LTRE,818226000.0
LTRPA,1409112000.0
LTRPB,1409198400.0
LTRX,965361600.0
LTXB,1159848000.0
LULU,1185508800.0
LUNA,1149480000.0
LVNTA,1344571200.0
LWAY,599374800.0
LXRX,955080000.0
LYTS,479451600.0
MACK,1332993600.0
MAG,1173844800.0
MAGS,732862800.0
MAMS,867297600.0
MANH,893304000.0
MANT,1013058000.0
MARK,1055217600.0
MARPS,808718400.0
MASI,1186545600.0
MAT,322117200.0
MATR,950158800.0
MATW,774676800.0
MAYS,699080400.0
MBCN,1046322000.0
MBFI,797227200.0
MBFIP,1408420800.0
MBII,1375416000.0
MBSD,1409803200.0
MBTF,915426000.0
MBUU,1391144400.0
MBWM,932443200.0
MCBC,895636800.0
MCBK,1349755200.0
MCEP,1323925200.0
MCHP,732517200.0
MCHX,1080709200.0
MCRI,744609600.0
MDCA,798091200.0
MDCO,965707200.0
MDRX,932961600.0
MDSO,1245902400.0
MDWD,1395288000.0
MDXG,1202792400.0
MEET,1062648000.0
MEIL,1351137600.0
MEIP,1071723600.0
MELI,1186718400.0
MELR,947048400.0
MEOH,706248000.0
MERC,585374400.0
MFNC,953269200.0
MFSF,946530000.0
MGCD,1058241600.0
MGEE,322117200.0
MGI,1092283200.0
MGIC,683524800.0
MGLN,1077685200.0
MGNX,1381377600.0
MGPI,593409600.0
MGRC,469170000.0
MGYR,1138078800.0
MICT,1350446400.0
MIDD,555566400.0
MIK,1403841600.0
MIND,787813200.0
MINI,761461200.0
MITK,801460800.0
MITL,1271908800.0
MKSI,922770000.0
MKTX,1099630800.0
MLAB,446878800.0
MLHR,322117200.0
MLNK,759474000.0
MLNX,1170910800.0
MLVF,1211342400.0
MMAC,841377600.0
MMLP,1036126800.0
MMSI,642657600.0
MMYT,1281585600.0
MNDO,965707200.0
MNGA,1227070800.0
MNKD,1090987200.0
MNRO,680846400.0
MNST,502952400.0
MNTA,1087876800.0
MNTX,1108443600.0
MOBL,1402545600.0
MOFG,1201582800.0
MOLG,-441831600.0
MOMO,1177992000.0
MORN,1115092800.0
MOSY,995342400.0
MPAA,764398800.0
MPB,1512968400.0
MPET,-441831600.0
MPWR,1100840400.0
MRCC,1351137600.0
MRCY,886136400.0
MRGE,886050000.0
MRLN,1068613200.0
MRNS,1198731600.0
MRVC,-441831600.0
MRVL,962337600.0
MSBF,1182312000.0
MSCC,354517200.0
MSEX,322117200.0
MSFG,694846800.0
MSFT,511074000.0
MSG,1264395600.0
MSON,696142800.0
MSTR,897537600.0
MTBC,1406088000.0
MTEX,1512709200.0
MTGE,1312430400.0
MTGEP,1400472000.0
MTLS,1403668800.0
MTRX,654321600.0
MTSC,322117200.0
MTSI,1331784000.0
MTSL,864187200.0
MU,454910400.0
MULT,1404878400.0
MVIS,841118400.0
MXIM,573109200.0
MYL,322117200.0
MYOS,1272859200.0
MYRG,1218600000.0
MZOR,1369713600.0
NAII,751780800.0
NAME,-441831600.0
NANO,470466000.0
NATH,730702800.0
NATI,795157200.0
NATR,1245902400.0
NAUH,1199682000.0
NAVG,519537600.0
NAVI,1397707200.0
NBIX,832824000.0
NBN,556344000.0
NBS,-441831600.0
NBTB,700808400.0
NBTF,-441831600.0
NCIT,-441831600.0
NCLH,1358485200.0
NCMI,1170910800.0
NCTY,1103086800.0
NDAQ,1025496000.0
NDLS,1372392000.0
NDRM,1415941200.0
NEO,1079413200.0
NEOG,619848000.0
NEON,699598800.0
NEOT,1416459600.0
NEPT,1186977600.0
NERV,1404187200.0
NETE,1224216000.0
NEWP,-441831600.0
NEWS,1166072400.0
NEWT,970027200.0
NFBK,1194498000.0
NFEC,1161144000.0
NFLX,1022126400.0
NGHC,1392872400.0
NGHCP,1403236800.0
NICE,822546000.0
NICK,883371600.0
NKSH,944024400.0
NKTR,767937600.0
NLNK,1320987600.0
NLST,1165813200.0
NNBR,763707600.0
NRCIA,1369281600.0
NRCIB,876715200.0
NRIM,658645200.0
NRX,-441831600.0
NSEC,322203600.0
NSIT,790923600.0
NSSC,378450000.0
NSTG,1372219200.0
NSYS,740894400.0
NTAP,816930000.0
NTCT,934430400.0
NTES,962337600.0
NTGR,1059624000.0
NTIC,701672400.0
NTLS,-441831600.0
NTRI,954392400.0
NTRS,322117200.0
NTRSP,1406779200.0
NTWK,906696000.0
NUAN,818658000.0
NURO,1090468800.0
NVCN,1170651600.0
NVEC,842414400.0
NVEE,1380513600.0
NVFY,1318824000.0
NVGN,915598800.0
NVMI,955425600.0
NWBI,784184400.0
NWBO,1008306000.0
NWBOW,1354856400.0
NWFL,888987600.0
NWLI,322117200.0
NWPX,817707600.0
NWS,1371614400.0
NWSA,1371614400.0
NXPI,1281067200.0
NXST,1069736400.0
NXTD,1377230400.0
NXTM,1130385600.0
NYMX,882766800.0
NYNY,752475600.0
OBAS,923457600.0
OBCI,354517200.0
OCC,828421200.0
OCFC,836366400.0
OCLR,955425600.0
OCRX,1301889600.0
OCUL,1406260800.0
ODFL,688276800.0
ODP,581140800.0
OFED,1294981200.0
OFIX,704088000.0
OFLX,1122868800.0
OFS,1352350800.0
OGXI,-441831600.0
OHAI,1100062800.0
OHGI,599806800.0
OHRP,1177992000.0
OIIM,967694400.0
OKSB,756104400.0
OMAB,1164776400.0
OMCL,997329600.0
OMED,1374120000.0
OMER,1254974400.0
OMEX,940910400.0
ONB,456552000.0
ONCY,-441831600.0
ONEQ,1064980800.0
ONNN,-441831600.0
ONTX,1374724800.0
ONVI,951973200.0
OPB,1397620800.0
OPHC,1056340800.0
OPHT,1380081600.0
OPOF,916030800.0
OPTT,1177473600.0
ORBC,1162789200.0
ORBK,460872000.0
OREX,1177905600.0
ORIG,1316404800.0
ORIT,1169614800.0
ORLY,735537600.0
ORMP,1177992000.0
ORPN,1406779200.0
ORRF,926568000.0
OSBC,753426000.0
OSIR,1155096000.0
OSIS,875764800.0
OSN,1292907600.0
OSTK,1022731200.0
OSUR,532587600.0
OTEL,1103173200.0
OTEX,822459600.0
OTIC,1407902400.0
OTIV,1037077200.0
OTTR,322117200.0
OVAS,1352696400.0
OVBC,783925200.0
OVLY,1066190400.0
OXBR,1395892800.0
OXFD,1385096400.0
OXLC,1295586000.0
OXLCO,1372651200.0
OZRK,869112000.0
PAAS,802929600.0
PACB,1288152000.0
PACW,960177600.0
PAGG,1222142400.0
PAHC,1397188800.0
PANL,1387429200.0
PARN,-441831600.0
PBCT,584164800.0
PBHC,833428800.0
PBIB,1512709200.0
PBIP,1112158800.0
PBMD,1334808000.0
PBPB,1380859200.0
PBSK,1315972800.0
PCAR,322117200.0
PCBK,925099200.0
PCH,322117200.0
PCLN,922856400.0
PCMI,796968000.0
PCO,1084334400.0
PCOM,1297314000.0
PCRX,1296709200.0
PCTI,934257600.0
PCTY,1395201600.0
PCYG,940996800.0
PCYO,852181200.0
PDBC,1415336400.0
PDCE,638427600.0
PDCO,720248400.0
PDEX,808718400.0
PDFS,996552000.0
PEGI,1380254400.0
PEIX,1111640400.0
PENN,769924800.0
PERI,1138683600.0
PERY,737956800.0
PESI,808718400.0
PETS,925099200.0
PETX,1372305600.0
PFBC,935035200.0
PFBI,832305600.0
PFBX,932356800.0
PFIE,1268197200.0
PFIN,1512968400.0
PFIS,1023249600.0
PFLT,1302235200.0
PFMT,1344571200.0
PFPT,1334894400.0
PFSW,944110800.0
PGC,925185600.0
PGNX,879915600.0
PGTI,1151467200.0
PHII,369892800.0
PHIIK,355467600.0
PHMD,824878800.0
PINC,1380168000.0
PKBK,1056340800.0
PKOH,322117200.0
PLAB,542350800.0
PLAY,1412913600.0
PLBC,1039582800.0
PLCE,874641600.0
PLPC,925272000.0
PLPM,1227157200.0
PLTM,1270008000.0
PLUG,941169600.0
PLUS,848034000.0
PLXS,507963600.0
PMBC,948862800.0
PMD,761461200.0
PME,1312257600.0
PNBK,1512622800.0
PNFP,966916800.0
PNNT,1176955200.0
PNQI,1213329600.0
PNTR,771825600.0
PODD,1179201600.0
POOL,813556800.0
POPE,1512104400.0
POWI,881902800.0
PPBI,867211200.0
PPC,567838800.0
PPHM,765432000.0
PPHMP,1393477200.0
PPSI,1367380800.0
PRAA,1036731600.0
PRAH,1415854800.0
PRAN,1064808000.0
PRCP,714369600.0
PRFT,933220800.0
PRFZ,1158552000.0
PRGS,680846400.0
PRGX,827902800.0
PRIM,1217995200.0
PRKR,754722000.0
PRMW,1288929600.0
PROV,835934400.0
PRPH,861681600.0
PRQR,1411012800.0
PRSC,1061352000.0
PRSS,1332993600.0
PRTA,1356066000.0
PRTK,1233637200.0
PRTO,1413950400.0
AFFX,-441831600.0
ARCP,-441831600.0
BIOD,-441831600.0
BNCN,-441831600.0
CACB,-441831600.0
CBNJ,-441831600.0
CBNK,-441831600.0
CFNL,-441831600.0
CLACU,-441831600.0
CLDN,-441831600.0
CLMS,-441831600.0
CNLM,-441831600.0
CPGI,-441831600.0
EMMSP,-441831600.0
ENTA,1363838400.0
ENTG,963288000.0
FBMS,1041483600.0
FEIC,-441831600.0
GLDC,-441831600.0
IART,808545600.0
IBB,981954000.0
IEUS,1198731600.0
IFAS,1199682000.0
IMMY,1190952000.0
INTC,322117200.0
IPDN,1362459600.0
IPGP,1165986000.0
IRG,-441831600.0
JBSS,691822800.0
KALU,1152244800.0
KANG,1397016000.0
KOSS,698994000.0
KPTI,1383714000.0
LBTYK,1126152000.0
LCNB,940910400.0
LIVE,1012280400.0
LJPC,1329886800.0
LMCB,-441831600.0
LPLA,1290056400.0
LPNT,926481600.0
MAR,750484800.0
MARA,1336104000.0
MDIV,1344916800.0
MDLZ,992404800.0
MHLD,1210046400.0
MNOV,1165554000.0
MRD,-441831600.0
MRTN,528004800.0
MRTX,1373860800.0
MWIV,-441831600.0
MXWL,416811600.0
MYGN,812952000.0
NECB,1152158400.0
NSPH,-441831600.0
NUVA,1084420800.0
NVDA,916981200.0
NYMT,1090814400.0
OLBK,1063771200.0
OLED,829195200.0
OSBCP,1056945600.0
AIQ,-441831600.0
CMGE,-441831600.0
NBBC,-441831600.0
NDSN,1513659600.0
NILE,-441831600.0
NMIH,1383886800.0
NMRX,762670800.0
NPBC,-441831600.0
NPSP,-441831600.0
NTK,-441831600.0
NVAX,1513573200.0
ONTY,-441831600.0
OVTI,-441831600.0
PATK,322117200.0
PAYX,430718400.0
PCYC,-441831600.0
PDLI,696661200.0
PEBK,498283200.0
PEBO,729320400.0
PEGA,837748800.0
PICO,669531600.0
PIH,1396324800.0
PKT,-441831600.0
PMCS,-441831600.0
PNRA,-441831600.0
PNRG,1511499600.0
POWL,322117200.0
POZN,-441831600.0
PRTS,1170997200.0
PRXL,-441831600.0
PSAU,1222142400.0
PSCC,1270612800.0
PSCD,1270612800.0
PSCE,1270612800.0
PSCF,1270612800.0
PSCH,1270612800.0
PSCI,1270612800.0
PSCM,1270612800.0
PSCT,1270612800.0
PSCU,1270612800.0
PSDV,1106802000.0
PSEC,1090900800.0
PSIX,1334635200.0
PSMT,873172800.0
PSTB,1171342800.0
PSTI,1056945600.0
PTC,629096400.0
PTCT,1371700800.0
PTEN,752216400.0
PTIE,963547200.0
PTLA,1369195200.0
PTNR,940996800.0
PTSI,526708800.0
PTX,855291600.0
PULB,-441831600.0
PVTBP,-441831600.0
PWOD,1513659600.0
PWRD,-441831600.0
PXLW,958708800.0
PZZA,739512000.0
QABA,1246420800.0
QADA,1292475600.0
QADB,870840000.0
QAT,1398916800.0
QBAK,961732800.0
QCCO,1089950400.0
QCLN,1171429200.0
QCOM,692600400.0
QCRH,749880000.0
QDEL,665384400.0
QGEN,1513573200.0
QINC,1394510400.0
QIWI,1367553600.0
QKLS,1191902400.0
QLGC,-441831600.0
QLTI,-441831600.0
QLYS,1348804800.0
QNST,1265864400.0
QQEW,1146542400.0
QQQ,921042000.0
QQQC,1264136400.0
QQQX,1170306000.0
QQXT,1178510400.0
QRHC,1262667600.0
QRVO,1420174800.0
QSII,407566800.0
QTEC,1146542400.0
QTWW,-441831600.0
QURE,1391576400.0
QVCA,1147233600.0
QVCB,1147233600.0
QYLD,1386824400.0
RADA,488433600.0
RAIL,1112760000.0
RAND,535093200.0
RARE,1391144400.0
RAVE,746856000.0
RAVN,322117200.0
RBCAA,901080000.0
RBCN,1195189200.0
RBPAA,558331200.0
RCII,791010000.0
RCKY,728715600.0
RCMT,432187200.0
RCON,1248926400.0
RCPI,-441831600.0
RDCM,875160000.0
RDHL,1357534800.0
RDI,700808400.0
RDIB,947048400.0
RDNT,852267600.0
RDUS,1402027200.0
RDVY,1389070800.0
RDWR,938664000.0
RECN,976856400.0
REFR,756363600.0
REGI,1326949200.0
REGN,670568400.0
REIS,808718400.0
RELL,436161600.0
RELV,732171600.0
REPH,1394168400.0
RESN,1401336000.0
REXX,1185336000.0
RFIL,765604800.0
RGCO,760078800.0
RGSE,1210219200.0
RIBT,1064980800.0
RICK,813556800.0
RIGL,975474000.0
RITT,869544000.0
RLJE,1302235200.0
RLOG,1108616400.0
RMBS,863582400.0
RMCF,508482000.0
RMGN,1335931200.0
RMTI,885877200.0
RNET,1292389200.0
RNST,704088000.0
RNWK,880088400.0
ROBO,1382414400.0
ROCK,752475600.0
ROIC,1257224400.0
ROKA,1405569600.0
ROLL,1123646400.0
ROSE,1139806800.0
ROSG,1172552400.0
ROST,492321600.0
ROYL,765432000.0
RPRX,733122000.0
RPXC,1304481600.0
RRD,322117200.0
RRGB,1027051200.0
RSYS,814161600.0
RTIX,965880000.0
RTRX,1352350800.0
RUSHA,1065499200.0
RUSHB,834120000.0
RUTH,1123560000.0
RVLT,764485200.0
RVNC,1391662800.0
RVSB,751521600.0
RWLK,1410494400.0
RXDX,1390971600.0
RXII,1336622400.0
SABR,1397707200.0
SAEX,1312776000.0
SAFM,548395200.0
SAFT,1037941200.0
SAGE,1405656000.0
SAIA,1031716800.0
SAL,904017600.0
SALM,930801600.0
SAMG,1372305600.0
SANM,734760000.0
SANW,1276488000.0
SASR,765691200.0
SATS,1199250000.0
SAVE,1306382400.0
SBAC,929505600.0
SBBX,887950800.0
SBCF,444546000.0
SBCP,1405396800.0
SBFG,915426000.0
SBFGP,1422853200.0
SBGI,802497600.0
SBLK,1196658000.0
SBLKL,1415336400.0
SBNY,1080018000.0
SBRA,1017723600.0
SBRAP,1363838400.0
SBSI,895032000.0
SBUX,709531200.0
SCHL,698994000.0
SCHN,753426000.0
SCMP,1186027200.0
SCSS,912747600.0
SCVL,732258000.0
SCYX,1399003200.0
SEAC,847170000.0
SEED,1080536400.0
SEIC,1513659600.0
SENEA,896846400.0
SENEB,322117200.0
SEV,-441831600.0
SFBC,1511499600.0
SFBS,1400040000.0
SFLY,1159502400.0
SFM,1513659600.0
SFNC,479624400.0
SFST,941083200.0
SGC,322117200.0
SGEN,984114000.0
SGMA,760770000.0
SGMO,954993600.0
SGMS,462081600.0
SGOC,1207713600.0
SGRP,825915600.0
SGYP,1227070800.0
SHBI,986788800.0
SHEN,925099200.0
SHIP,1201669200.0
SHLD,1051761600.0
SHLM,322117200.0
SHLO,741326400.0
SHOO,755758800.0
SHOS,1350014400.0
SHPG,890802000.0
SIEB,1512709200.0
SIEN,1350619200.0
SIFI,1096603200.0
SIFY,940305600.0
SIGA,873864000.0
SIGI,322117200.0
SIGM,516513600.0
SILC,761547600.0
SIMO,1120104000.0
SINA,955598400.0
SINO,1211342400.0
SIRI,779428800.0
SIVB,562222800.0
SIVBO,1079413200.0
SKIS,1416546000.0
SKOR,1415854800.0
SKYS,1415854800.0
SKYW,520142400.0
SKYY,1309924800.0
SLAB,953874000.0
SLCT,1512709200.0
SLGN,855896400.0
SLMBP,1121054400.0
SLP,866692800.0
SLRC,1265691600.0
SLVO,1366171200.0
SMBC,766123200.0
SMCI,1175140800.0
SMED,1514350800.0
SMIT,791528400.0
SMLR,1392958800.0
SMMF,947221200.0
SMPL,1499227200.0
SMRT,703915200.0
SMSI,811483200.0
SMTC,322117200.0
SMTX,964152000.0
SNBC,841291200.0
SNC,1098331200.0
SNCR,1150344000.0
SNFCA,555739200.0
SNHY,852786000.0
SNMX,1087876800.0
SNPS,699080400.0
SNSS,1127793600.0
SOCL,1321333200.0
SODA,1288756800.0
SOFO,1512104400.0
SOHO,1103259600.0
SOHU,963374400.0
SONA,1162357200.0
SONC,667717200.0
SONS,959227200.0
SORL,1131598800.0
SOXX,994996800.0
SP,1513659600.0
SPDC,756018000.0
SPEX,463377600.0
SPHS,1276056000.0
SPIL,961560000.0
SPKE,1406606400.0
SPLK,1334808000.0
SPNS,889074000.0
SPOK,1100667600.0
SPPI,843710400.0
SPRO,1508990400.0
SPRT,963979200.0
SPSC,1513659600.0
SPTN,965188800.0
SPWH,1397707200.0
SPWR,1132203600.0
SQBG,1088740800.0
SQQQ,1265864400.0
SRCE,429508800.0
SRCL,840772800.0
SRDX,888987600.0
SREV,1301025600.0
SRNE,1174276800.0
SRPT,865396800.0
SSB,854427600.0
SSBI,1513659600.0
SSFN,927604800.0
SSNC,1270008000.0
SSYS,782712000.0
STAA,698907600.0
STB,1197003600.0
STBA,703828800.0
STBZ,1296018000.0
STFC,678081600.0
STKL,506581200.0
STLD,848638800.0
STLY,723704400.0
STML,1359435600.0
STMP,930283200.0
STPP,1281412800.0
STRS,709963200.0
STRT,793515600.0
STX,1039582800.0
STXS,1092283200.0
SUMR,1173243600.0
SUNS,1513659600.0
SUPN,1335844800.0
SVA,1067835600.0
SVBI,1512709200.0
SVVC,1303963200.0
SWIR,957499200.0
SWKS,463377600.0
SYBT,732949200.0
SYKE,830836800.0
SYMC,614577600.0
SYMX,1186545600.0
SYNA,1012280400.0
SYNC,1329109200.0
SYNL,322117200.0
SYNT,871358400.0
SYPR,1514350800.0
TACT,840686400.0
TAIT,798264000.0
TAPR,1405396800.0
TAST,1513659600.0
TATT,544165200.0
TAX,1513659600.0
TAYD,808718400.0
TBBK,1075784400.0
TBK,1387170000.0
TBNK,1247457600.0
TBPH,1400212800.0
TCBI,1060833600.0
TCBIL,1348804800.0
TCBIP,1364184000.0
TCBK,735278400.0
TCCO,638427600.0
TDIV,1344916800.0
TEAR,1102568400.0
TECD,514616400.0
TECH,603003600.0
TEDU,1511845200.0
TENX,852181200.0
TERP,1405656000.0
TESO,849502800.0
TESS,780724800.0
TFSL,1177300800.0
TGA,447915600.0
TGEN,1400558400.0
TGLS,1336622400.0
TGTX,1272859200.0
THFF,699598800.0
THRM,739684800.0
THST,1371700800.0
THTI,1260939600.0
TICC,1069650000.0
TILE,419144400.0
TIPT,1287115200.0
TISA,1513659600.0
TITN,1197522000.0
TIVO,858229200.0
TKMR,1185422400.0
TLF,749102400.0
TLOG,1386824400.0
TNAV,1273723200.0
TNDM,1384405200.0
TNXP,1336622400.0
TOPS,1091419200.0
TOUR,1399608000.0
TOWN,925876800.0
TQQQ,1265864400.0
TRCB,1144728000.0
TRIB,1513659600.0
TRIL,1363924800.0
TRIP,1323234000.0
TRMB,648446400.0
TRMK,322117200.0
TRNS,322117200.0
TROV,1090900800.0
TROW,512802000.0
TRS,1179460800.0
TRST,419662800.0
TRVN,1391144400.0
TSBK,884667600.0
TSC,1368072000.0
TSCO,761461200.0
TSEM,783144000.0
TSLA,1277784000.0
TSRI,638427600.0
TSRO,1340856000.0
TST,926395200.0
TTEC,838872000.0
TTEK,692946000.0
TTGT,1179374400.0
TTMI,969854400.0
TTOO,1407384000.0
TTPH,1513659600.0
TTS,1345608000.0
TTWO,861076800.0
TUES,924753600.0
TUSA,1420779600.0
TVIX,1291093200.0
TVIZ,1291093200.0
TWER,1169614800.0
TWIN,322117200.0
TWMC,522561600.0
TWOU,1395979200.0
TXN,76219200.0
TXRH,1096948800.0
TYPE,1185336000.0
UAE,1398916800.0
UBCP,1512709200.0
UBFO,920437200.0
UBNK,1124251200.0
UBNT,1318564800.0
UBOH,953701200.0
UBSH,749880000.0
UBSI,549777600.0
UCBA,1143781200.0
UCBI,1016686800.0
UCFC,899956800.0
UCTT,1080190800.0
UEIC,729493200.0
UEPS,924494400.0
UFCS,322203600.0
UFPI,752907600.0
UFPT,756104400.0
UG,322117200.0
UGLD,1318824000.0
UHAL,783925200.0
UIHC,1194411600.0
ULBI,725086800.0
ULTA,1193284800.0
ULTI,898056000.0
UMBF,322117200.0
UMPQ,896846400.0
UNAM,543819600.0
UNB,934171200.0
UNFI,846824400.0
UNTY,853218000.0
UPLD,1415250000.0
URBN,752821200.0
USAK,700981200.0
USAP,787381200.0
USAT,928728000.0
USATP,794466000.0
USCR,1287115200.0
USEG,638427600.0
UTHR,929592000.0
UTMD,920869200.0
UTSI,952059600.0
UVSP,892699200.0
VALU,808718400.0
VALX,1418274000.0
VBFC,1514350800.0
VBIV,640843200.0
VBLT,1412136000.0
VBND,1413432000.0
VBTX,1412827200.0
VCEL,855032400.0
VCIT,1258952400.0
VCLT,1258952400.0
VCSH,1258952400.0
VCYT,1383105600.0
VDSI,895723200.0
VECO,786085200.0
VGIT,1258952400.0
VGLT,1262581200.0
VGSH,1258952400.0
VIA,1133758800.0
VIAB,1133758800.0
VICL,732171600.0
VICR,639115200.0
VIDE,474613200.0
VIDI,1383105600.0
VIIX,1291093200.0
VIIZ,1291093200.0
VIVO,522993600.0
VLGEA,322117200.0
VLTC,1276833600.0
VMBS,1258952400.0
VNDA,1144814400.0
VNET,1303358400.0
VNOM,1403064000.0
VNQI,1288584000.0
VOD,594450000.0
VONE,1285128000.0
VONG,1285128000.0
VONV,1285128000.0
VOXX,700722000.0
VPCO,-441831600.0
VRA,1287633600.0
VRML,970459200.0
VRNS,1393563600.0
VRNT,1021521600.0
VRSK,1254888000.0
VRSN,886136400.0
VRTA,1149134400.0
VRTB,1498795200.0
VRTS,1230872400.0
VRTU,1186113600.0
VRTX,680328000.0
VSAR,1395374400.0
VSAT,849589200.0
VSCP,-441831600.0
VSEC,404107200.0
VSTM,1327640400.0
VTAE,-441831600.0
VTHR,1285128000.0
VTIP,1350360000.0
VTL,1397707200.0
VTNR,852181200.0
VTWG,1285128000.0
VTWO,1285128000.0
VTWV,1285128000.0
VUSE,1390366800.0
VUZI,1270440000.0
VVUS,765691200.0
VWOB,1370318400.0
VWR,1412222400.0
VXUS,1296190800.0
WABC,322117200.0
WAFD,405666000.0
WASH,550123200.0
WATT,1395979200.0
WAVX,-441831600.0
WAYN,1514350800.0
WB,1397707200.0
WBA,322117200.0
WDC,322117200.0
WDFC,105249600.0
WEBK,1327554000.0
WETF,731221200.0
WEYS,322117200.0
WFBI,1191988800.0
WFD,-441831600.0
WHF,1513659600.0
WHFBL,1374465600.0
WHLM,1511499600.0
WHLR,1353301200.0
WHLRP,1398916800.0
WIFI,1513659600.0
WILC,864100800.0
WILN,-441831600.0
WIN,1107925200.0
WINA,746251200.0
WIRE,711259200.0
WIX,1383714000.0
WLB,924494400.0
WLDN,1164085200.0
WLFC,843019200.0
WLRH,-441831600.0
WMAR,-441831600.0
WMGI,995342400.0
WMGIZ,1362459600.0
WOOD,1214366400.0
WPCS,1065499200.0
WPPGY,567752400.0
WPRT,1218772800.0
WRES,-441831600.0
WRLD,691131600.0
WSBC,547444800.0
WSBF,1128484800.0
WSCI,638514000.0
WSFS,533365200.0
WSFSL,-441831600.0
WTBA,925704000.0
WTFC,892699200.0
WVFC,1514350800.0
WVVI,779601600.0
WWD,765432000.0
WYNN,1035518400.0
XBKS,1066190400.0
XCRA,381474000.0
XENE,1415250000.0
XENT,1406174400.0
XGTI,1334721600.0
XLRN,1379563200.0
XNCR,1386046800.0
XNET,1403582400.0
XOMA,518414400.0
XONE,1360213200.0
XPLR,1204866000.0
XRAY,555739200.0
XTLB,1125547200.0
YDIV,1377230400.0
YNDX,1306209600.0
YORW,925704000.0
YRCW,322117200.0
YY,1353474000.0
Z,1438574400.0
ZAGG,1188878400.0
ZAZA,322117200.0
ZBRA,682228800.0
ZEUS,763275600.0
ZFGN,1403150400.0
ZGNX,1290488400.0
ZHNE,-441831600.0
ZION,322117200.0
ZIOP,1124856000.0
ZIV,1291093200.0
ZIXI,626590800.0
ZN,1167800400.0
ZNGA,1324011600.0
ZSAN,1422334800.0
ZUMZ,1115352000.0
TRUE,1400212800.0
AAMC,1355374800.0
AAU,1135054800.0
ACU,463377600.0
AE,463377600.0
AKG,1199250000.0
ALN,1252900800.0
AMCO,1212033600.0
AMPE,1270008000.0
AMS,463377600.0
ANV,1514523600.0
API,1514523600.0
APT,919141200.0
APTS,1301630400.0
ASM,1132549200.0
AST,946875600.0
ATNM,1356584400.0
AUMN,1241668800.0
AWX,898574400.0
AXU,1157688000.0
BAA,1111986000.0
BCV,463377600.0
BDL,463377600.0
ABGB,345445200
AUMA,-441831600
BAMM,1514523600
BVA,1514523600
CNSI,-441831600
CRRC,-441831600
FRP,1514523600
JST,1514523600
LVNTB,1514523600
NYMTP,1514264400
QTNT,1398398400
RGEN,515131200
RGLS,1349755200
RP,1513659600
RSTI,1514523600
RYAAY,864878400
SAAS,1514523600
SCON,731653200
SCOR,1182916800
SCSC,763966800
SIXD,1278388800
SLM,1513659600
SPAR,456465600
SPCB,1108616400
STRA,838267200
STRL,679291200
STRM,829800000
TCPC,1333512000
TCRD,1271908800
TCX,830836800
TRCH,1289192400
TZOO,1030507200
USLM,322117200
USLV,1318824000
VIRC,322203600
WEN,326433600
WERN,519624000
WSTG,806040000
WSTL,817794000
XIV,1291093200
XLNX,645163200
ZINC,1514523600
ACY,885272400
AINC,1307419200
AIRI,970632000
APP,1514523600
BDR,819349200
BFY,1028001600
BGI,1132030800
BGSF,1398744000
BKJ,1212465600
BLE,1028001600
BLJ,1019793600
BRG,1395979200
BRN,463377600
BTG,1214280000
BTI,324536400
BTN,977202000
BTX,699858000
BVX,919659600
BZM,1019793600
CANF,1352178000
CAW,463377600
CCA,941083200
CCF,814593600
CEF,512888400
CET,700808400
CEV,917413200
CH,632034000
CIK,563086800
CIX,889160400
CKX,931838400
CLM,1028260800
CMT,590385600
CPHI,1019016000
CQH,1386910800
CQP,1174449600
CRF,563086800
CRMD,1273723200
CRVP,758523600
CTO,715924800
CUO,322117200
CUR,1175227200
CVM,439707600
CVU,716702400
DGSE,700981200
DHY,901684800
DIT,807508800
DLA,962596800
DMF,691045200
DNN,1107925200
DPW,862804800
DSS,765777600
DXR,700808400
EAD,1046235600
ECF,635662800
EGI,1121745600
EIA,1038286800
EIM,1030507200
EIO,1038286800
EIP,1043384400
EIV,1038286800
ELLO,812952000
ELMD,1281672000
